date,ormas_mentioned,sentiment,headline
2022-09-12,Persaudaraan Alumni 212 (PA 212),Negative,pa 212 demo 1209 polisi tutup jalan merdeka barat-harmoni siang
2022-05-22,Ormas Saja,Negative,respons usaha stiker iklan judi angkot sukabumi
2022-03-23,Ormas Saja,Negative,sikap label halal indonesia
2022-06-29,Ormas Saja,Neutral,pan kota sodor 5 nama capres
2022-09-12,Persaudaraan Alumni 212 (PA 212),Neutral,6 ribu personel polisi aman aksi pa 212-demo bbm
2022-07-25,Nahdlatul Ulama (NU),Neutral,pindah situbondo ceramah ustaz hanan attaki tolak pcnu
2022-09-11,Persaudaraan Alumni 212 (PA 212),Negative,polisi kerah 6 142 personel aman aksi pa 212-demo bbm besok
2022-07-24,Nahdlatul Ulama (NU),Negative,pcnu tolak ceramah hanan attaki pindah jember situbondo
2022-07-17,Ormas Saja,Negative,tokoh mandailing tandatangani sepakat
2022-03-21,Komite Nasional Pemuda Indonesia (KNPI),Positive,fahd a rafiq respons lapor sekjen knpi fauzan 2 kali penjara
2022-10-17,Ormas Saja,Negative,pemuda batak geruduk pn jaksel kawal sidang sambo
2021-06-20,Ormas Saja,Neutral,rekap dampak ngeri amuk corona jateng pek
2022-03-21,Komite Nasional Pemuda Indonesia (KNPI),Negative,kronologi sekjen knpi ahmad fauzan duga fahd a rafiq dkk
2021-09-28,Ormas Saja,Negative,santai panglima respons gatot isu komunis tubuh tentara
2022-09-24,Persatuan Islam (Persis),Neutral,tum persis bangga kapolri hadir muktamar curah perhati
2022-03-20,Ormas Saja,Positive,faldo desa jokowi tegur menteri gulir isu tunda milu
2022-10-28,Pemuda Pancasila (PP),Neutral,2 orang tangkap bentrok ipk vs fkppi langkat
2022-05-19,Ormas Saja,Negative,mahasiswa kaltim demo usaha tambang setor dana csr rp 200 m jawa
2022-09-20,Ormas Saja,Negative,ksad-effendi istana zaman debat sipil-militer
2023-04-01,Ormas Saja,Neutral,agung laksono kosgoro beda ormas paguyuban kumpul
2022-05-18,Front Pembela Islam (FPI),Neutral,mahfud md tangkis banding hti-fpi larang lgbt
2022-07-22,Ormas Saja,Neutral,makam brigadir yoshua jaga pemuda batak jelang autopsi
2021-12-08,Front Pembela Islam (FPI),Neutral,rangkai baiat munarman uin jakarta-sumut-markas fpi makassar
2022-07-22,Ormas Saja,Negative,makam brigadir j jaga pemuda batak jelang autopsi alas
2022-07-21,Ormas Saja,Neutral,selebgram makassar mas adipati tuntut 3 penjara
2022-09-19,Ormas Saja,Negative,istana ksad-effendi supremasi sipil harga militer
2021-12-07,Ormas Saja,Negative,perkara upah sederhana
2021-12-05,Ormas Saja,Neutral,prabowo-ganjar-anies pimpin survei capres hasil ubah
2022-06-24,Ormas Saja,Neutral,takut sapi korban kena pmk ganti rp 10 juta ekor
2022-06-23,Ormas Saja,Positive,polisi selidik keroyok anggota tni lerai ribut bekas
2021-12-04,Ormas Saja,Negative,bantah akbp dermawan eks anggota pemuda pancasila razman
2022-03-13,Nahdlatul Ulama (NU),Negative,anwar abbas sorot gunung lihat banding halal logo
2022-09-17,Ormas Saja,Negative,pesan singkat andika dudung kecam effendi henti
2022-03-13,Ormas Saja,Neutral,mui label halal pakai 5
2022-03-13,Ormas Saja,Neutral,menag tahap label halal mui laku
2022-07-10,Ormas Saja,Neutral,idul adha 1443 h bupati garut ajak warga tingkat ukhuwah islamiyah
2022-09-17,Ormas Saja,Positive,gelar munas perdana 234 sc fokus hobi hindar politik
2021-01-14,Ormas Saja,Neutral,jabar ariel divaksinasi-pesan aa gym wafat syekh ali jaber
2022-09-02,Ormas Saja,Neutral,duduk perkara polemik resmi gedung dakwah annas bandung
2021-11-29,Ormas Saja,Neutral,rencana reuni 212 izin polda metro jaya
2022-09-29,Ormas Saja,Negative,pimpin khilafatul muslimin abdul qadir baraja dkk sidang
2022-03-10,Nahdlatul Ulama (NU),Neutral,kiai miftachul akhyar mundur respons mui pwnu jatim
2022-07-16,Ormas Saja,Neutral,hadir acara pemuda pancasila jakarta harap anies baswedan
2022-09-15,Ormas Saja,Neutral,lihat effendi simbolon sakit jenderal dudung
2022-03-09,Ormas Saja,Negative,bpjph-pemprov kepri dorong cepat 10 juta sertifikat halal
2022-05-10,Ormas Saja,Positive,viral parkir liar tamansari tarif rp 40 ribu-mobil trotoar
2022-10-01,Ormas Saja,Negative,kader pemuda pancasila instruksi pilih anies 2024
2022-09-15,Ormas Saja,Negative,sakit dudung effendi simbolon sesal
2022-05-08,Ormas Saja,Negative,seleksi imam masjid uea kemenag mei 2022
2022-06-02,Ormas Saja,Neutral,jabar atalia pulang ri warga bandung tewas aniaya
2021-01-05,Ormas Saja,Negative,jabar karawang depok siaga 1-pembatalan deklarasi tentara allah
2022-06-16,Pemuda Pancasila (PP),Negative,ppatk beku 21 rekening kait organisasi khilafatul muslimin
2022-05-05,Ormas Saja,Negative,6 fakta getok tarif parkir bandung buah bibir
2022-05-05,Ormas Saja,Negative,kuat nama anies-ganjar-andika bursa capres nasdem
2022-05-04,Ormas Saja,Neutral,getok tarif parkir bandung ujung pecat jukir
2022-06-15,Ormas Saja,Negative,nama keponakan prabowo reshuffle kabinet lantik geser
2022-06-15,Ormas Saja,Neutral,ponakan prabowo lantik wamen
2022-05-04,Ormas Saja,Neutral,teka-teki sosok 3 capres nasdem sodor paloh
2022-06-15,Ormas Saja,Neutral,ubah rahayu djojohadikusumo lantik wamen
2022-06-14,Ormas Saja,Neutral,kemenag pesantren afiliasi khilafatul muslimin daftar
2022-08-09,Ormas Saja,Negative,pemkab banyuwangi salur santun yatim non-tunai festival muharam
2022-08-09,Nahdlatul Ulama (NU),Positive,ketua pbnu sorot tawur silat warga malang
2021-05-19,Nahdlatul Ulama (NU),Negative,jabar temu 8 gunung api laut-pria koboi ancam tembak sopir
2022-09-14,Ormas Saja,Negative,maaf effendi simbolon buntut ramai tni gerombol
2022-09-14,Ormas Saja,Neutral,pdip temu jenderal dudung gerombol effendi simbolon
2022-09-13,Ormas Saja,Neutral,danrem salatiga marah tni gerombol effendi simbolon
2022-10-01,Ormas Saja,Negative,kapolri anies hadir resmi kantor pemuda pancasila
2022-05-01,Ormas Saja,Positive,dasar warga suger kidul jember raya lebaran 1 mei 2022
2022-05-01,Ormas Saja,Neutral,lebaran serentak 2 mei 2022 komisi viii dpr sungguh
2022-05-01,Ormas Saja,Positive,idul fitri serentak 2 mei mui ajak warga syukur
2022-05-01,Nahdlatul Ulama (NU),Positive,kemenag dasar hisab hilal 1 syawal penuh syarat minimum
2022-09-13,Ormas Saja,Neutral,aman 48 orang polisi pidana batalyon 120
2022-05-01,Ormas Saja,Neutral,sidang isbat lebaran 2022 jam info lengkap
2022-07-08,Ormas Saja,Neutral,daftar lokasi salat idul adha semarang minggu 10 juli
2021-11-13,Ormas Saja,Neutral,samar makna said aqil jokowi netral muktamar
2022-10-03,Ormas Saja,Neutral,kawal polisi senjata pimpin khilafatul muslimin serah jaksa
2022-04-30,Ormas Saja,Negative,acara 3 keroyok bikers bandung anggota xtc
2022-09-12,Ormas Saja,Negative,jelang aksi 1209 lintas arah istana tutup kawat dur
2022-06-09,Ormas Saja,Negative,polisi panggil 5 urus khilafatul muslimin solo
2022-09-12,Ormas Saja,Negative,polisi kerah ribu personel aman aksi 1209
2022-09-11,Persaudaraan Alumni 212 (PA 212),Neutral,pa 212 gelar aksi 1209 jl merdeka barat-harmoni tutup 11 00 besok
2022-06-08,Ormas Saja,Negative,tum projo hidup wacana jokowi 3 periode
2022-04-28,Ormas Saja,Negative,sidang isbat idul fitri 2022 gelar 1 mei simak informasi
2022-06-08,Ormas Saja,Neutral,rekam jejak pimpin khilafatul muslimin majelis mujahidin
2022-02-23,Ormas Saja,Negative,korban ria maling defisit percaya publik
2022-06-08,Hizbut Tahrir Indonesia (HTI),Negative,polisi usut kelompok kibar bendera hti deklarasi dukung anies capres
2022-07-05,Ormas Saja,Negative,fachrul razi bravo 5 rawan bebas pilih capres 2024
2022-06-07,Ormas Saja,Neutral,kantor sasar tertib kawasan rokok surabaya
2022-02-22,Ormas Saja,Neutral,kritik keras pentas wayang ponpes gus miftah
2022-02-22,Ormas Saja,Negative,rundung wayang khalid basalamah
2022-10-16,Ormas Saja,Negative,ria anies presiden gema balai kota dki
2022-07-05,Ormas Saja,Neutral,demo tolak holywings grahadi bawa bendera jemaah ansyaru syariah
2022-06-07,Ormas Saja,Negative,densus 88 tangkap pimpin khilafatul muslimin kait terorisme
2022-09-23,Ormas Saja,Neutral,korlap tahan kota habib rizieq hadir aksi 2309
2022-02-21,Ormas Saja,Neutral,saksi klaim bareng munarman konsultan kemenag
2022-10-25,Pemuda Pancasila (PP),Negative,ipk vs fkppi bentrok langkat 1 mobil dibakar-1 luka bacok
2021-11-06,Ormas Saja,Negative,istri iwan fals polisi oi
2022-09-22,Ormas Saja,Negative,polisi blak-blakan tangguh tahan sangka nista agama gresik
2022-09-14,Ormas Saja,Neutral,nyata lengkap ksad tanggap effendi simbolon tni gerombol
2021-11-04,Muhammadiyah,Neutral,hnw puji putus muhammadiyah ri darul ahdi wa syahadah
2022-04-24,Ormas Saja,Positive,jadwal buka puasa bogor 24 april 2022 cek
2022-06-04,Ormas Saja,Neutral,koalisi indonesia temu projo malam
2022-08-23,Ormas Saja,Neutral,mahfud md rkuhp 59 bahas relatif undang
2022-06-03,Ormas Saja,Neutral,dprd jambi kaji perda didik pancasila wawas bangsa
2022-04-22,Ormas Saja,Neutral,jadwal buka puasa bogor 22 april 2022 cek
2022-07-01,Ormas Saja,Neutral,pek tutup holywings semarang digeruduk massa
2022-06-23,Ormas Saja,Negative,satgas pmk bentuk airlangga tangan daerah bas mikro
2022-02-15,Ormas Saja,Neutral,lanyalla pancasila tahan agam
2022-04-21,Ormas Saja,Positive,jadwal buka puasa bogor 21 april 2022 selamat buka puasa
2022-04-21,Pemuda Pancasila (PP),Negative,polri sorot viral surat pp thr langgar hukum tindak
2022-04-21,Ormas Saja,Neutral,anies salat idul fitri jakarta international stadium
2021-10-30,Ormas Saja,Negative,sadis balita siksa calon ayah tiri-pria sampang tolak vaksin bikin gaduh
2022-06-30,Ormas Saja,Negative,massa demo holywings surabaya tutup tuntut izin usaha cabut
2022-03-23,Nahdlatul Ulama (NU),Positive,tuju sertifikasi halal murah cepat sederhana
2022-04-20,Ormas Saja,Neutral,jadwal buka puasa bogor 20 april 2022 cek yuk
2022-06-01,Ormas Saja,Positive,upacara lahir pancasila bobby pakai baju adat batak toba
2022-07-29,Pemuda Pancasila (PP),Negative,pesan pp muhammadiyah pks cabik 2024
2022-04-20,Nahdlatul Ulama (NU),Neutral,lebaran 2022 ilmuwan nu muhammadiyah
2022-06-01,Ormas Saja,Positive,jokowi ende ajak anak bangsa bumi pancasila
2021-10-28,Ormas Saja,Negative,projo bicara mafia pcr tes covid capai rp 2 5 juta-kini rp 300 ribu
2022-02-12,Nahdlatul Ulama (NU),Positive,basarah nu kawah candradimuka kader nasionalis
2022-07-27,Ormas Saja,Negative,jerit tangis rosti simanjuntak autopsi ulang brigadir yoshua
2022-06-28,Ormas Saja,Negative,izin beku pemkot awas holywings surabaya buka diam
2022-06-28,Ormas Saja,Negative,pemkot surabaya tutup 3 outlet holywings
2022-06-28,Ormas Saja,Negative,wali kota eri status 3 outlet holywings surabaya tutup
2022-09-16,Ormas Saja,Positive,dudung effendi simbolon maaf maaf
2021-10-25,Ormas Saja,Positive,hnw dorong santri pemuda juang pahlawan bangsa
2022-02-11,Ormas Saja,Neutral,isra miraj 2022 jatuh tanggal 28 februari 1 maret
2022-07-27,Ormas Saja,Negative,ansor bandung hanan attaki evaluasi tolak dakwah jatim
2022-07-27,Ormas Saja,Neutral,ma ruf amin mui ribut urus capres
2021-10-23,Ormas Saja,Negative,tengok lokalisasi seer karawang hits
2022-04-16,Front Pembela Islam (FPI),Negative,lapor as sorot unlawful killings acara laskar fpi
2022-06-18,Nahdlatul Ulama (NU),Negative,riwayat tutup dolly sindir risma bebas prostitusi
2023-03-28,Muhammadiyah,Neutral,pkb sulsel bentuk tim ukk ormas-ngo nama ketua pw muhammadiyah
2022-05-27,Ormas Saja,Negative,tiktokers hijab viral pamer payudara maaf
2022-06-17,Ormas Saja,Negative,6 saudara demo adil agama banyuwangi ngaku zalim mafia tanah
2024-11-10,Ormas Saja,Negative,wanti-wanti satgas corona pulang habib rizieq bikin kerumun
2022-05-27,Ormas Saja,Negative,andre rosiade selamat jalan buya syafii indonesia hilang
2022-06-18,Ormas Saja,Neutral,kemenag pantau hilal idul adha 86 lokasi
2022-06-16,Ormas Saja,Negative,25 pondok pesantren naung khilafatul muslimin izin
2022-06-17,Ormas Saja,Negative,bongkar salah kaprah sistem didik khilafatul muslimin
2024-11-05,Ormas Saja,Negative,ungsi syiah sampang baiat suni pulang kampung
2022-05-25,Ormas Saja,Negative,tengok jalan rusak tanjungpura-rengasdengklok karawang
2022-06-23,Ormas Saja,Negative,gp ansor deteksi alir khilafah kabupaten madiun
2022-06-16,Ormas Saja,Negative,sumber alir dana khilafatul muslimim
2022-08-29,Ormas Saja,Neutral,rawan jokowi bravo 5 bina luhut bahas nama capres
2024-11-03,Ormas Saja,Neutral,jalan uu cipta kerja sah dpr teken jokowi
2022-02-03,Ormas Saja,Negative,kemenag verifikasi data bnpt 198 pesantren afiliasi teroris
2022-02-03,Ormas Saja,Negative,maki serah sgd 100 ribu king maker djoko tjandra kas negara
2022-06-14,Ormas Saja,Negative,ponpes khilafatul muslimin mojokerto subuh azan kali
2022-07-22,Nahdlatul Ulama (NU),Neutral,polda jambi tunggu jadwal autopsi ulang brigadir j
2022-04-11,Ormas Saja,Negative,tembus malam mahasiswa palopo gelar konsolidasi demo 11 april
2022-02-02,Ormas Saja,Neutral,barang museum holocaust yahudi sulut kirim yerusalem
2022-06-13,Nahdlatul Ulama (NU),Negative,pcnu tana toraja larang muslim gelar ritual rambu solo arah syirik
2021-10-13,Ormas Saja,Neutral,jejak pasar muamalah depok vonis bebas
2022-06-14,Nahdlatul Ulama (NU),Negative,jalan strategis tegang nu-pkb
2022-09-14,Ormas Saja,Negative,dudung prajurit lawan effendi simbolon takut copot
2022-01-31,Ormas Saja,Negative,lpsk aktivitas rehabilitasi kerangkeng bupati langkat
2022-09-15,Ormas Saja,Neutral,mkd dpr setop adu hadap effendi simbolon tni gerombol
2022-06-20,Ormas Saja,Neutral,spanduk puan-gibran indonesia tebar solo projo buka suara
2022-05-21,Ormas Saja,Negative,isu sensitif ketua gerindra jatim sayang bendera lgbt dubes inggris
2022-09-13,Ormas Saja,Negative,konvoi massa aksi tolak harga bbm klaten
2022-04-07,Ormas Saja,Positive,dinkes dki gelar vaksinasi booster malam masjid
2022-09-20,Ormas Saja,Neutral,usul batalyon 120 makassar ganti nama bro 120 saudara
2022-01-29,Ormas Saja,Neutral,filosofi maung lodaya simbol polisi jabar
2022-07-19,Ormas Saja,Negative,anggota dpr dakwah lindung aksi keji kkb tewas 10 orang
2022-01-28,Ormas Saja,Neutral,puasa rajab 2022 jatuh tanggal
2021-03-24,Ormas Saja,Neutral,asa habib rizieq sidang tatap muka nyata
2022-01-27,GMBI,Negative,jabar 725 anggota gmbi diamankan-polemik iket sunda edy mulyadi
2022-06-17,Ormas Saja,Negative,9 khilafatul muslimin bangun negara negara
2022-06-17,Ormas Saja,Negative,politis hina nabi umat islam tuntut konjen india usir medan
2022-06-09,Ormas Saja,Negative,polisi sita buku isis-nii kantor pusat khilafatul muslimin lampung
2022-06-17,Ormas Saja,Negative,politis india hina nabi umat islam geruduk konjen india medan
2022-06-09,Ormas Saja,Negative,serang projo desmond gerindra
2022-09-12,Persaudaraan Alumni 212 (PA 212),Negative,pa 212 demo bbm polisi 6 142 personel aman aksi
2022-06-10,Ormas Saja,Neutral,kaji islam indonesia tunisia
2021-10-06,Front Pembela Islam (FPI),Neutral,jejak eks tum fpi shabri lubis bebas
2021-10-06,Ormas Saja,Negative,libat preman-anggota dprd bentrok maut tani tebu
2022-06-09,Ormas Saja,Negative,polisi geledah rumah pimpin khilafatul muslimin abdul qadir baraja
2022-08-27,Ormas Saja,Neutral,kongres umat islam amien rais cerita hamzah haz wapres gus dur
2021-10-04,Hizbut Tahrir Indonesia (HTI),Negative,heboh bendera hti kantor lembaga antirasuah ri
2022-06-15,Ormas Saja,Neutral,rahayu saraswati djojohadikusumo lantik wamen
2022-05-16,Ormas Saja,Negative,polisi wanita pakai serba putih bikin resah lampung korban pinjol
2022-01-23,Muhammadiyah,Positive,kapolri dukung program kesehatan-pendidikan muhammadiyah maslahat umat
2022-04-01,Ormas Saja,Neutral,makna isbat sidang isbat sejarah
2022-04-01,Ormas Saja,Neutral,hasil pantau hilal makassar 3 derajat
2022-04-01,Ormas Saja,Neutral,komisi viii dpr beda puasa polemik
2022-03-31,Ormas Saja,Negative,cuat 2 apdesi elite pkb kepala desa larang politik praktis
2022-03-31,Nahdlatul Ulama (NU),Neutral,dukung awan ahmad basarah suntik booster vaksin nusantara
2022-03-31,Ormas Saja,Negative,2 apdesi nasdem atur acara ujung ramai 3 periode
2022-03-31,Ormas Saja,Negative,cuat 2 kubu apdesi komisi ii dpr kades larang masuk politik praktis
2022-05-14,Ormas Saja,Negative,prihatin sampah sungai ciliwung kapolres bogor edukasi warga olah limbah
2022-06-05,Ormas Saja,Neutral,capres kib maksud penandatanganan nota paham
2022-05-13,Ormas Saja,Negative,winson reynaldi ledek hidup el rumi sedih kenal ortu
2021-09-27,Nahdlatul Ulama (NU),Negative,gatot nurmantyo susup paham komunis tubuh tni
2022-01-19,Ormas Saja,Neutral,tanggal puasa ramadhan 2022 utang lunas
2022-01-31,Ormas Saja,Negative,tutup museum holocaust sulut hnw potensi picu gaduh
2022-08-06,Nahdlatul Ulama (NU),Positive,walkot bobby layak pimpin pwnu sumut
2022-06-11,Ormas Saja,Negative,duit miliar markas khilafatul muslimin lampung sita 2 tokoh ciduk
2022-01-18,Ormas Saja,Negative,emosi ledak munarman jaksa interupsi
2022-03-28,Ormas Saja,Neutral,zulhas temu wakil bupati boyolali bahas
2022-01-17,Ormas Saja,Negative,munarman terima jaksa interupsi ancam hukum mati
2022-03-27,Front Pembela Islam (FPI),Neutral,sosok menantu habib rizieq tum fpi
2022-05-10,Ormas Saja,Neutral,lgbt konten deddy corbuzier polemik mahfud md negara demokrasi
2022-06-09,Ormas Saja,Negative,mui gresik pria nikah domba nista agama polisi tindak
2022-06-09,Ormas Saja,Neutral,langkah polisi khilafatul muslimin jabar
2022-06-01,Ormas Saja,Negative,kemenag konsep negara khilafah indonesia
2022-06-09,Ormas Saja,Neutral,polda jatim langgar hukum khilafatul muslimin surabaya
2022-06-09,Ormas Saja,Negative,18 anggota khilafatul muslimin surabaya periksa polda jatim
2022-06-09,Ormas Saja,Negative,khilafatul muslimin jabar ajak warga bangun sistem
2022-07-11,Ormas Saja,Neutral,jemaah aboge probolinggo raya idul adha
2022-03-26,Nahdlatul Ulama (NU),Negative,ustaz firanda putra wajo tolak pulkam nu tuding radikal
2021-03-01,Ormas Saja,Negative,jabar bentrok geng motor orang tewas-bima arya batal vaksinasi
2022-03-25,Nahdlatul Ulama (NU),Negative,bupati wajo duduk perkara undang ustaz firanda andirja-ditolak nu
2022-03-25,Ormas Saja,Negative,kekeh tolak ustaz firanda aliansi santri wajo demo kantor bupati
2022-01-13,Nahdlatul Ulama (NU),Negative,nu-muhammadiyah jombang cabul jerat anak kiai tuntas
2022-06-08,Hizbut Tahrir Indonesia (HTI),Negative,kelompok deklarasi anies capres ribut bendera hti
2022-03-24,Komite Nasional Pemuda Indonesia (KNPI),Negative,siang sekjen knpi fauzan periksa duga keroyok fahd a rafiq dkk
2022-09-19,Ormas Saja,Neutral,polisi usul batalyon 120 makassar ganti nama humanis
2022-06-07,Ormas Saja,Neutral,wasekjen pdip singgung projo partai politik rapat dpr kpu
2022-06-07,Front Pembela Islam (FPI),Negative,bnpt duga khilafatul muslimin daftar kumham hti-fpi
2022-03-23,Ormas Saja,Negative,ribu santri-kiai tasik desak polisi tangkap saifuddin ibrahim
2022-06-07,Ormas Saja,Neutral,polisi jamin tangkap pimpin khilafatul muslimin sesuai prosedur
2022-01-24,Ormas Saja,Negative,nyanyi saksi baiat isis ceramah hrs tepis kubu munarman
2022-09-14,Ormas Saja,Neutral,nyata lengkap effendi simbolon maaf tni gerombol
2022-05-29,Ormas Saja,Negative,maaf wanita hijab pamer payudara tiktok
2022-05-06,Ormas Saja,Neutral,11 balon udara aman ponorogo momen lebaran
2021-09-16,Ormas Saja,Neutral,cerita 8 suroto angkut polisi undang jokowi
2021-09-15,Ormas Saja,Positive,beasiswa lpdp kader ulama kader ulama perempuan masjid istiqlal
