date,ormas_mentioned,sentiment,headline,headline_cleaned
2022-08-09,Ormas Saja,Positive,Jawara Banten Sepakat Dukung Ganjar Pranowo Jadi Presiden di 2024,jawara banten sepakat dukung ganjar pranowo presiden 2024
2022-11-16,Ormas Saja,Negative,"Angka HIV AIDS di Gresik Meningkat, Kebanyakan dari Hubungan Sesama Jenis",angka hiv aids gresik tingkat hubung jenis
2012-09-12,Ormas Saja,Negative,Dua Ormas Bentrok di Pasar Rebo,ormas bentrok pasar rebo
2022-08-09,Ormas Saja,Neutral,"Islam, Puan & Kepemimpinan Perempuan",islam puan pimpin perempuan
2022-11-15,Ormas Saja,Negative,Paman Wanda Hamidah Tersangka Penyerobotan Lahan,paman wanda hamidah sangka serobot lahan
2022-11-21,Ormas Saja,Negative,Rumah Keluarga Wanda Hamidah Ditutup Seng,rumah keluarga wanda hamidah tutup seng
2023-01-01,Ormas Saja,Negative,Polisi Buru 2 Pelaku Pengeroyokan Aktivis Islam di Diskotek Labuhanbatu,polisi buru 2 laku keroyok aktivis islam diskotek labuhanbatu
2023-04-09,Ormas Islam,Negative,Ormas Islam Kota Blitar Ancam Geruduk Karaoke Ngeyel Buka Saat Ramadhan,ormas islam kota blitar ancam geruduk karaoke ngeyel buka ramadhan
2021-11-12,Ormas Saja,Positive,Rencana Baznas Mau Lunasi Utang Korban Pinjol,rencana baznas lunas utang korban pinjol
2022-09-15,Ormas Saja,Negative,Effendi Simbolon Ngaku Dapat Ancaman Usai Sebut TNI 'Gerombolan',effendi simbolon ngaku ancam tni gerombol
2022-09-15,Ormas Saja,Negative,Effendi Simbolon Ngaku Nyawanya Diancam Usai Bicara TNI 'Gerombolan',effendi simbolon ngaku nyawa ancam bicara tni gerombol
2022-09-15,Ormas Saja,Negative,Fadli Zon Sentil KSAD Arogan Buntut Sebut Effendi PDIP Tak Berpengaruh,fadli zon sentil ksad arogan buntut effendi pdip pengaruh
2022-09-15,Ormas Saja,Negative,MKD DPR Tetap Panggil Effendi Simbolon Meski Pernyataannya Dilindungi UU,mkd dpr panggil effendi simbolon nyata lindung uu
2012-08-10,Ormas Saja,Negative,"Berebut Jatah, 2 Ormas Ricuh",rebut jatah 2 ormas ricuh
2022-09-14,Ormas Saja,Negative,Ada Perintah KSAD di Balik Protes Prajurit TNI AD ke Effendi Simbolon,perintah ksad protes prajurit tni ad effendi simbolon
2022-09-14,Ormas Saja,Negative,"Effendi Simbolon Sebut TNI Gerombolan, PDIP: Kepleset Kata",effendi simbolon tni gerombol pdip kepleset
2022-06-01,Ormas Saja,Negative,Ditolak Mentah-mentah Konvoi Khilafatul Muslimin Kampanyekan Khilafah,tolak mentah konvoi khilafatul muslimin kampanye khilafah
2022-09-14,Ormas Saja,Neutral,PDIP Tegaskan Effendi Simbolon Dilindungi UU Terkait Pernyataannya soal TNI,pdip effendi simbolon lindung uu kait nyata tni
2022-09-14,Ormas Saja,Neutral,Jenderal Dudung Belum Respons Permintaan Effendi Simbolon Bertemu,jenderal dudung respons effendi simbolon temu
2022-09-14,Ormas Saja,Neutral,"Soal Ucapan Effendi Simbolon, Jenderal Dudung Yakin Tak Wakili PDIP",effendi simbolon jenderal dudung wakil pdip
2022-09-14,Ormas Saja,Negative,Begini Isi Arahan Jenderal Dudung Minta Anak Buah Protes Effendi Simbolon,isi arah jenderal dudung anak buah protes effendi simbolon
2022-09-14,Ormas Saja,Negative,Dandim Jambi Kecam Ucapan 'Gerombolan' Effendi Simbolon: Kehormatan Segalanya,dandim jambi kecam gerombol effendi simbolon hormat
2022-09-14,Ormas Saja,Neutral,Effendi Simbolon Sudah Bertemu-Minta Maaf ke Panglima TNI soal 'Gerombolan',effendi simbolon bertemu-minta maaf panglima tni gerombol
2022-09-14,Ormas Saja,Positive,Utut Adianto: Kami di PDIP Sangat Mencintai TNI,utut adianto pdip cinta tni
2012-08-02,Ormas Saja,Negative,Suara Masyarakat: Arogansi Ormas,suara masyarakat arogansi ormas
2022-09-14,Ormas Saja,Neutral,Intip Garasi Effendi Simbolon yang Disorot Gegara Sebut TNI 'Gerombolan',intip garasi effendi simbolon sorot gegara tni gerombol
2022-09-13,Ormas Saja,Negative,"Profil Effendi Simbolon, Diadukan ke MKD soal TNI 'Gerombolan'",profil effendi simbolon adu mkd tni gerombol
2022-10-26,Hizbut Tahrir Indonesia (HTI),Negative,BNPT Sebut Wanita Berpistol Coba Terobos Istana Pendukung HTI-Berpaham Radikal,bnpt wanita pistol coba terobos istana dukung hti-berpaham radikal
2022-09-13,Ormas Saja,Negative,Ini Pernyataan Effendi Simbolon soal Gerombolan yang Diprotes Prajurit TNI,nyata effendi simbolon gerombol protes prajurit tni
2022-09-13,Ormas Saja,Negative,Effendi Simbolon Dilaporkan ke MKD DPR soal TNI Seperti Gerombolan,effendi simbolon lapor mkd dpr tni gerombol
2022-11-13,Ormas Saja,Negative,Legislator Harap Dugaan Bripka HK Selingkuh Tak Selesai Restorative Justice,legislator harap duga bripka hk selingkuh selesai restorative justice
2022-08-04,Ormas Saja,Neutral,Effendi Simbolon: Mega dan Jokowi Bisa Saja Padu Endorse Prabowo-Puan,effendi simbolon mega jokowi padu endorse prabowo-puan
2022-11-13,Ormas Saja,Negative,Kompolnas Minta Bripka HK Dipidana Jika Terbukti Selingkuh hingga KDRT,kompolnas bripka hk pidana bukti selingkuh kdrt
2022-11-12,Ormas Saja,Negative,Viral Polisi di Tangsel Selingkuh dengan Banyak Wanita Diusut,viral polisi tangsel selingkuh wanita usut
2022-11-25,Ormas Saja,Neutral,Membaca Arah dan Gerakan Alumni HMI,baca arah gera alumni hmi
2012-04-17,Ormas Saja,Negative,"2 Ormas Bentrok, Situasi Mencekam",2 ormas bentrok situasi cekam
2022-09-12,Ormas Saja,Neutral,"Temui Massa Demo BBM, Kasetpres: Tuntutan Buruh Bakal Dibahas Besok",temu massa demo bbm kasetpres tuntut buruh bahas besok
2022-09-12,Ormas Saja,Neutral,"Ada Demo BBM di Patung Kuda, Begini Rekayasa Lalin Sekitar Istana",demo bbm patung kuda rekayasa lalin istana
2022-11-12,Ormas Saja,Negative,Bripka HK Oknum Polisi Tangsel Dilaporkan Selingkuhi 2 Wanita,bripka hk oknum polisi tangsel lapor selingkuh 2 wanita
2022-08-03,Ormas Saja,Negative,Perseteruan Gus Samsudin Vs Pesulap Merah Picu Sentilan Nahdlatul Ulama,seteru gus samsudin vs sulap merah picu sentil nahdlatul ulama
2022-09-11,Persaudaraan Alumni 212 (PA 212),Negative,"PA 212 Gelar Aksi 1209 di Istana, Wagub DKI: Jangan Sampai Ditunggangi",pa 212 gelar aksi 1209 istana wagub dki tunggang
2022-11-11,Ormas Saja,Negative,Bripka HK Polisi di Tangsel Dilaporkan Selingkuh dengan 2 Wanita,bripka hk polisi tangsel lapor selingkuh 2 wanita
2022-09-10,Ormas Saja,Negative,MUI Pusat Turunkan Tim Cari Duduk Perkara Penolakan Gereja di Cilegon,mui pusat turun tim cari duduk perkara tolak gereja cilegon
2022-09-10,Ormas Saja,Negative,"Demo saat Wapres Kunjungan di Balikpapan, 11 Mahasiswa Sempat Ditahan Polisi",demo wapres kunjung balikpapan 11 mahasiswa tahan polisi
2022-07-30,Ormas Saja,Neutral,Pesulap Merah dan Gus Samsudin Belum Respons Undangan Adu Kesaktian,sulap merah gus samsudin respons undang adu sakti
2022-09-08,Ormas Saja,Negative,"Warga Cilegon Tolak Pendirian Gereja, Ungkit SK Bupati Tahun 1975",warga cilegon tolak gereja ungkit sk bupati 1975
2012-03-07,Ormas Saja,Negative,Massa Ormas Dilucuti,massa ormas lucut
2022-10-04,Ormas Saja,Negative,Akademisi UM Surabaya Ungkap Bahaya KDRT Dijadikan Candaan,akademisi um surabaya bahaya kdrt canda
2022-10-04,Ormas Saja,Neutral,"Anies Butuh Didampingi Tokoh Militer, Relawan: Yudo Margono Layak Cawapres",anies butuh damping tokoh militer rawan yudo margono layak cawapres
2022-10-04,Ormas Saja,Neutral,Catat Lur! Ini 7 Sasaran Utama Operasi Zebra di Jombang,catat lur 7 sasar utama operasi zebra jombang
2022-10-03,Ormas Saja,Positive,NasDem Karawang Rapatkan Barisan Relawan untuk Anies Baswedan,nasdem karawang rapat baris rawan anies baswedan
2022-11-11,Ormas Saja,Negative,Propam Periksa Polisi Tangsel yang Viral Selingkuh dengan Banyak Wanita,propam periksa polisi tangsel viral selingkuh wanita
2022-07-27,Ormas Saja,Negative,"Usut Tewasnya Brigadir J, Komnas HAM Dalami Isi HP Irjen Ferdy Sambo",usut tewas brigadir j komnas ham isi hp irjen ferdy sambo
2022-12-02,Ormas Saja,Neutral,Ahmad Heryawan Disebut Mengerucut Jadi Cawapres Pilihan PKS,ahmad heryawan kerucut cawapres pilih pks
2022-07-27,Ormas Saja,Negative,"Jelang Pembongkaran Makam Brigadir J, Autopsi Ulang Dimulai Hari Ini",jelang bongkar makam brigadir j autopsi ulang
2022-07-26,Nahdlatul Ulama (NU),Negative,Kala Suara Milenial saat PCNU Tegas Tolak Ceramah Hanan Attaki di Situbondo,suara milenial pcnu tolak ceramah hanan attaki situbondo
2012-02-29,Ormas Saja,Negative,2 Ormas Nyaris Bentrok di Pengadilan,2 ormas bentrok adil
2022-07-26,Ormas Saja,Neutral,"Milad MUI ke-47: Sejarah, Latar Belakang dan Tokoh Pendirinya",milad mui ke-47 sejarah latar tokoh
2022-10-01,Ormas Saja,Neutral,Respons Anies soal Didukung Pemuda Pancasila di Pilpres 2024,respons anies dukung pemuda pancasila pilpres 2024
2022-10-01,Ormas Saja,Negative,Anggota DPRD Minta Lubang Menganga di Jl Cibungbulang Bogor Diperbaiki!,anggota dprd lubang nganga jl cibungbulang bogor
2022-10-01,Nahdlatul Ulama (NU),Neutral,Warga Tabur Bunga di Lokasi Gubernur Pertama Jatim Dibunuh PKI,warga tabur bunga lokasi gubernur jatim bunuh pki
2022-10-01,Ormas Saja,Positive,"Bersyukur Jadi Anggota Pemuda Pancasila, Anies Berharap Beri Manfaat",syukur anggota pemuda pancasila anies harap manfaat
2022-10-19,Nahdlatul Ulama (NU),Neutral,Ini yang Dibahas Pj Gubernur DKI Heru Budi-Gus Yahya di Kantor PBNU,bahas pj gubernur dki heru budi-gus yahya kantor pbnu
2022-09-30,Ormas Saja,Negative,"Jalan Amblas di Jl Raya Cibungbulang Bogor Belum Diperbaiki, Lalin Terganggu",jalan amblas jl raya cibungbulang bogor lalin ganggu
2022-10-18,Nahdlatul Ulama (NU),Neutral,"Pj Gubernur DKI Heru Budi Datangi Kantor PBNU, Disambut Gus Yahya",pj gubernur dki heru budi kantor pbnu sambut gus yahya
2022-12-22,Ormas Saja,Positive,"Bamus Betawi Bersatu, Tegaskan Bukan demi Jatah Hibah Rp 4,5 M",bamus betawi jatah hibah rp 4 5 m
2022-11-20,Muhammadiyah,Positive,"Muhammadiyah 5 Tahun ke Depan, Haedar Nashir: Bangun Relasi Kebangsaan",muhammadiyah 5 haedar nashir bangun relasi bangsa
2012-02-16,Ormas Saja,Negative,Aksi Keprihatinan Ormas Anarkis Ricuh,aksi prihatin ormas anarkis ricuh
2022-07-23,Ormas Saja,Neutral,Panitia Tak Ambil Pusing atas Penolakan Ceramah Hanan Attaki di Jember,panitia ambil pusing tolak ceramah hanan attaki jember
2022-11-11,Ormas Saja,Negative,Sahabat Polisi Buka Suara soal Isu Selingkuh Bripka HK,sahabat polisi buka suara isu selingkuh bripka hk
2022-09-27,Ormas Saja,Neutral,"Jakarta Pernah Legalkan Prostitusi, Kramat Tunggak Tempatnya",jakarta legal prostitusi kramat tunggak
2022-10-11,Ormas Saja,Positive,Khofifah Selipkan Doa untuk Korban Tragedi Kanjuruhan Saat Maulid Nabi,khofifah selip doa korban tragedi kanjuruhan maulid nabi
2022-03-21,Ormas Saja,Negative,Siasat Pemunduran Pemilu Demi Perpanjangan Masa Jabatan,siasat mundur milu jabat
2022-08-31,Ormas Saja,Negative,"Tentang Aksi Kekerasan Jogja, Sultan HB X Ingatkan Adab dan Unggah-ungguh",aksi keras jogja sultan hb x adab unggah-ungguh
2022-08-31,Ormas Saja,Positive,Wamenag Ajak Warga Kawal Reputasi Pesantren Cegah Kasus Amoral Terulang,wamenag ajak warga kawal reputasi pesantren cegah amoral ulang
2022-11-17,Nahdlatul Ulama (NU),Negative,"PWNU DKI Protes Anies Usul Hibah 2023 Cuma Rp 4 M, Ini Kata Pemprov",pwnu dki protes anies usul hibah 2023 rp 4 m pemprov
2022-08-28,Nahdlatul Ulama (NU),Positive,Mendikbudristek dan LP Ma'arif NU Resmikan Satgas Ma'arif Bermartabat,mendikbudristek lp ma arif nu resmi satgas ma arif martabat
2022-08-27,Persatuan Islam (Persis),Negative,Ridwan Kamil Diteriaki Presiden di Muktamar Persis,ridwan kamil riak presiden muktamar persis
2012-02-15,Ormas Saja,Negative,Aksi Gerakan Anti Ormas Berakhir Ricuh,aksi gera anti ormas ricuh
2022-11-26,Ormas Saja,Positive,Polisi Ajak FKUB Sosialisasikan Percepatan Vaksinasi di Magetan,polisi ajak fkub sosialisasi cepat vaksinasi magetan
2022-03-13,Ormas Saja,Neutral,Serba-serbi Logo Halal Indonesia Berganti yang Tuai Pro Kontra,serba-serbi logo halal indonesia ganti tuai pro kontra
2022-09-23,Ormas Saja,Negative,"Viral 2 Pria Berbaju Hitam Marah-marah di SPBU Bensin, Begini Ceritanya",viral 2 pria baju hitam marah spbu bensin cerita
2022-08-26,Ormas Saja,Negative,Bertambah Laporan Aboe Bakar ke MKD karena Suara Misterius 'Sayang',lapor aboe bakar mkd suara misterius sayang
2022-08-25,Ormas Saja,Negative,"7 Pengeroyok Wartawan di Labuhanbatu Ditangkap, Otaknya Ketua OKP",7 keroyok wartawan labuhanbatu tangkap otak ketua okp
2022-11-13,Ormas Saja,Positive,Hasil Rakernas PUI: Siapkan Kader di Kepemimpinan Daerah & Nasional,hasil rakernas pui kader pimpin daerah nasional
2022-09-20,Ormas Saja,Neutral,"Kemenag Susun Kalender Hijriah 2023, Dasar Penentuan Libur Tahun Depan",kemenag susun kalender hijriah 2023 dasar libur
2022-08-23,Nahdlatul Ulama (NU),Positive,Pemuda Pancasila Apresiasi Kiprah Kebangsaan Hidayat Nur Wahid,pemuda pancasila apresiasi kiprah bangsa hidayat nur wahid
2022-11-26,Ormas Saja,Negative,Heboh Aksi Pencopotan Label Gereja Bantuan Korban Gempa di Cianjur,heboh aksi copot label gereja bantu korban gempa cianjur
2022-09-20,Ormas Saja,Positive,KPU Pangandaran Pastikan Disabilitas Dapat Hak Pilih yang Sama,kpu pangandaran disabilitas hak pilih
2012-02-06,Ormas Saja,Negative,Mahasiswa Batalkan Pelantikan Ormas,mahasiswa batal lantik ormas
2022-09-19,Pemuda Pancasila (PP),Positive,PB Mathla'ul Anwar Optimistis PPP Bakal Lebih Baik Dipimpin Mardiono,pb mathla ul anwar optimistis ppp pimpin mardiono
2022-09-19,Ormas Saja,Negative,Buruh Kepung DPRD Cimahi: Tolak Kenaikan BBM-Tuntut UMK Naik,buruh kepung dprd cimahi tolak bbm-tuntut umk
2022-11-12,Ormas Saja,Negative,"Diduga Selingkuh, Bripka HK Dilaporkan Istri Sering Pesan PSK Via Aplikasi",duga selingkuh bripka hk lapor istri pesan psk via aplikasi
2022-11-12,Ormas Saja,Negative,"Bripka HK Dilaporkan Selingkuhi 2 Wanita, Anggota DPR: Pecat Jika Terbukti",bripka hk lapor selingkuh 2 wanita anggota dpr pecat bukti
2022-03-04,Ormas Saja,Negative,Jalan Terjal Perempuan Penyelenggara Pemilu,jalan terjal perempuan selenggara milu
2022-08-21,Nahdlatul Ulama (NU),Negative,PBNU Benarkan Rektor Unila Pengurus NU Lampung: Kasus Suap Murni Urusan Dia,pbnu rektor unila urus nu lampung suap murni urus
2022-11-11,Ormas Saja,Negative,Bripka HK Polisi di Tangsel Terancam Dipecat Jika Terbukti Selingkuh!,bripka hk polisi tangsel ancam pecat bukti selingkuh
2022-10-06,Muhammadiyah,Neutral,Muhammadiyah Tepis Kabar Liar Resmi Dukung Anies Capres 2024,muhammadiyah tepis kabar liar resmi dukung anies capres 2024
2022-08-19,Ormas Saja,Negative,"Wartawan di Labuhanbatu Dikeroyok OTK, Sempat Terima Ancaman",wartawan labuhanbatu keroyok otk terima ancam
2022-02-28,Ormas Saja,Neutral,Isra Mikraj Pandemi,isra mikraj pandemi
2011-12-12,Ormas Saja,Negative,Bentrok Dua Kubu Ormas,bentrok kubu ormas
2022-12-09,Ormas Saja,Positive,"Walkot Eri Ketatkan Pengamanan Gereja Surabaya Saat Natal, Ini Skenarionya",walkot eri ketat aman gereja surabaya natal skenario
2022-11-29,Ormas Saja,Neutral,"Kasus Pencopotan Atribut di Tenda Pengungsian, Polisi Periksa 2 Saksi",copot atribut tenda ungsi polisi periksa 2 saksi
2022-09-15,Ormas Saja,Neutral,KSAD Akui Berselisih dengan Panglima TNI: Itu Hal Biasa,ksad selisih panglima tni
2022-07-04,Persatuan Islam (Persis),Positive,Hima Persis: Polri Kini Inklusif dan Kolaboratif dengan Mahasiswa,hima persis polri inklusif kolaboratif mahasiswa
2022-09-15,Pemuda Pancasila (PP),Negative,"Langgar Aturan, Pos PP-IPK di Medan Juga Dibongkar Anak Buah Bobby",langgar atur pos pp-ipk medan bongkar anak buah bobby
2022-09-14,Ormas Saja,Neutral,Jenderal Dudung Ungkap Hubungannya dengan Panglima TNI,jenderal dudung hubung panglima tni
2022-09-14,Ormas Saja,Negative,"Profil Effendi Simbolon Sebut TNI Gerombolan, Pernah Kalah Pilgub Sumut",profil effendi simbolon tni gerombol kalah pilgub sumut
2022-09-14,Ormas Saja,Negative,Kesalnya Jenderal Dudung ke Effendi Simbolon: Makanya Jangan Sok Tahu!,kesal jenderal dudung effendi simbolon sok
2022-09-14,Ormas Saja,Negative,Jenderal Dudung soal Effendi Simbolon Minta Maaf: TNI Punya Harga Diri!,jenderal dudung effendi simbolon maaf tni harga
2022-09-14,Ormas Saja,Negative,Effendi Simbolon Minta Maaf atas Ucapannya Sebut TNI Seperti Gerombolan,effendi simbolon maaf tni gerombol
2010-11-05,Ormas Islam,Negative,Ormas Islam Minta Ariel Dihukum Berat,ormas islam ariel hukum berat
2022-08-16,Nahdlatul Ulama (NU),Negative,PCNU Blitar Protes Soal Program Sekolah Sak Ngajine,pcnu blitar protes program sekolah sak ngajine
2022-10-30,Ormas Saja,Neutral,Jalan Terang Politik Niluh Djelantik,jalan terang politik niluh djelantik
2022-11-18,Muhammadiyah,Positive,Ratusan Peserta Asal Pekanbaru Berangkat Ikuti Muktamar Muhammadiyah,ratus pekanbaru berangkat muktamar muhammadiyah
2022-07-01,Ormas Saja,Negative,Sosok Kader NasDem Gresik yang Jadi Tersangka Kasus Pria Nikahi Domba,sosok kader nasdem gresik sangka pria nikah domba
2022-09-27,Ormas Saja,Neutral,Kronologi G30S PKI secara Singkat: Awal hingga Pasca Tragedi,kronologi g30s pki singkat pasca tragedi
2022-08-15,Ormas Saja,Positive,Wagub DKI Pimpin Apel Akbar Kebangsaan Gerakan Bagi 10 Juta Bendera,wagub dki pimpin apel akbar bangsa gera 10 juta bendera
2022-12-07,Ormas Saja,Negative,Relokasi Pasar Rengasdengklok Karawang Ricuh!,relokasi pasar rengasdengklok karawang ricuh
2022-11-27,Ormas Saja,Negative,Duduk Perkara Label Gereja di Tenda Bantuan Cianjur Dicopot,duduk perkara label gereja tenda bantu cianjur copot
2022-09-12,Ormas Saja,Negative,Mahasiswa Demo BBM Sindir Puan hingga Megawati: Ke Mana Tangisannya?,mahasiswa demo bbm sindir puan megawati tangis
2022-09-12,Ormas Saja,Negative,"Ricuh Aksi 1209, Sempat Ada Pedemo Nyebur ke Air Mancur Thamrin Jakpus",ricuh aksi 1209 demo nyebur air mancur thamrin jakpus
2010-08-10,Ormas Islam,Negative,Ormas Islam Razia Lokalisasi,ormas islam razia lokalisasi
2022-09-12,Ormas Saja,Negative,Orator Demo 1209 Sebut Jokowi Bohong soal Narasi Kenaikan Harga BBM,orator demo 1209 jokowi bohong narasi harga bbm
2022-09-12,Ormas Saja,Neutral,Kasetpres Temui Massa Demo Harga BBM Naik: Aspirasi Akan Ditindaklanjuti,kasetpres temu massa demo harga bbm aspirasi ditindaklanjuti
2022-09-12,Nahdlatul Ulama (NU),Negative,"Buruh Demo di Patung Kuda, Bawa Spanduk 'Mati Hati Nurani Presiden-DPR'",buruh demo patung kuda bawa spanduk mati hati nurani presiden-dpr
2022-12-06,Nahdlatul Ulama (NU),Positive,"Temui Pj Gubernur Heru Budi, 2 Bamus Betawi Sepakat Kembali Bersatu",temu pj gubernur heru budi 2 bamus betawi sepakat
2022-10-01,Ormas Saja,Negative,Japto: Kader Pemuda Pancasila Wajib Pilih Anies di 2024!,japto kader pemuda pancasila wajib pilih anies 2024
2022-06-29,Ormas Saja,Positive,HNW Sambut Baik Pancasila Jadi Mata Pelajaran Wajib di Sekolah,hnw sambut pancasila mata ajar wajib sekolah
2022-08-31,Ormas Saja,Negative,Wali Kota Bandung Dikecam Usai Resmikan Gedung Dakwah ANNAS,wali kota bandung kecam resmi gedung dakwah annas
2022-11-28,Ormas Saja,Positive,"Di Mukernas Kosgoro, Ridwan Kamil Doakan Kemenangan Golkar di 2024",mukernas kosgoro ridwan kamil doa menang golkar 2024
2022-09-30,Ormas Saja,Neutral,Besok UAS Dijadwalkan Isi Pengajian di Masjid Agung Al Aqsha Klaten,besok uas jadwal isi aji masjid agung al aqsha klaten
2022-04-14,Ormas Saja,Neutral,"Lampu Kuning untuk Tukang ""Roasting""",lampu kuning tukang roasting
2010-06-02,Ormas Islam,Negative,Ormas Islam Demo Kedubes AS,ormas islam demo dubes as
2022-11-27,Ormas Saja,Neutral,Respons Ridwan Kamil soal Pencopotan Label Gereja di Bantuan Cianjur,respons ridwan kamil copot label gereja bantu cianjur
2022-06-27,Ormas Saja,Neutral,"Wagub DKI: Sanksi ke Holywings Bertahap, Tak Bisa Langsung Ditutup",wagub dki sanksi holywings tahap langsung tutup
2022-06-27,Pemuda Pancasila (PP),Negative,"SAPMA PP hingga KNPI Datangi Kantor Anies, Desak Izin Holywings Dicabut",sapma pp knpi kantor anies desak izin holywings cabut
2022-09-29,Pemuda Pancasila (PP),Neutral,Plt Ketum PPP Bersama Majelis Pakar Bahas Strategi Pemenangan Pemilu,plt tum ppp majelis pakar bahas strategi menang milu
2022-09-22,Nahdlatul Ulama (NU),Neutral,"Lika-liku Penutupan Saritem, Eks Sarang Kembang Dayang Bandung",lika-liku tutup saritem eks sarang kembang dayang bandung
2022-09-24,Pemuda Pancasila (PP),Positive,Kala Prabowo Puji Ridwan Kamil di Muktamar PP Persis,prabowo puji ridwan kamil muktamar pp persis
2022-08-09,Muhammadiyah,Neutral,Muhammadiyah Didirikan Tanggal Berapa? Ini Sejarahnya,muhammadiyah tanggal sejarah
2022-11-12,Ormas Saja,Positive,"PUI Gelar Rakernas, Perkuat Konsolidasi & Percepat Capaian Renstra",pui gelar rakernas kuat konsolidasi cepat capai renstra
2022-06-25,Ormas Saja,Neutral,GP Ansor Batal Konvoi ke Holywings usai Terima Arahan Gus Yaqut,gp ansor batal konvoi holywings terima arah gus yaqut
2022-09-23,Ormas Saja,Neutral,Tawaran Kapolda Metro Demo di Monas Dibanding di Jalanan,tawar kapolda metro demo monas banding jalan
2009-09-02,Ormas Islam,Negative,Kantor Jawa Pos Digeruduk Ormas Islam,kantor jawa pos digeruduk ormas islam
